order_id,customer_id,order_purchase_date,order_status,delivery_days,order_delivered_date,delivery_days_clean,signup_date,state,acquisition_channel,customer_segment,age,item_count,product_revenue,freight_value,primary_category,payment_type,payment_installments,payment_value,review_score,order_month,low_review
O000690,C00576,2024-07-16,processing,1,,,2024-06-05,GA,Organic,New,25.0,2,79.93,29.05,Books,debit_card,2,108.98,5,2024-07,0
O000691,C00866,2025-05-24,delivered,3,2025-05-27,3.0,2024-10-20,IL,Social,New,39.0,3,146.57999999999998,33.42,Fashion,credit_card,6,180.0,3,2025-05,0
O000692,C00138,2024-11-26,delivered,11,2024-12-07,11.0,2024-01-13,CA,Referral,New,28.0,1,42.49,13.69,Fashion,credit_card,1,56.18,5,2024-11,0
O000693,C00209,2025-04-13,delivered,4,2025-04-17,4.0,2024-04-20,FL,Organic,New,36.0,2,42.019999999999996,23.68,Books,credit_card,6,65.7,5,2025-04,0
O000694,C00545,2024-06-11,processing,2,,,2024-12-15,NY,Referral,New,38.0,1,49.79,21.7,Beauty,credit_card,5,71.49,3,2024-06,0
O000695,C00440,2024-07-15,delivered,1,2024-07-16,1.0,2024-06-15,TX,Paid Search,Returning,26.0,1,33.32,10.43,Electronics,paypal,2,43.75,5,2024-07,0
O000696,C00596,2025-06-02,delivered,9,2025-06-11,9.0,2024-12-02,CA,Email,VIP,36.0,3,69.22,45.839999999999996,Electronics,credit_card,2,115.06,1,2025-06,1
O000697,C00191,2025-06-12,delivered,2,2025-06-14,2.0,2024-10-14,CA,Organic,New,37.0,1,23.38,16.9,Fashion,credit_card,2,40.28,3,2025-06,0
O000698,C00569,2025-04-17,delivered,3,2025-04-20,3.0,2024-09-26,NC,Paid Search,Returning,42.0,1,45.37,10.62,Books,credit_card,3,55.99,4,2025-04,0
O000699,C00825,2024-07-28,delivered,8,2024-08-05,8.0,2024-09-18,NY,Paid Search,Returning,51.0,3,66.31,39.54,Sports,credit_card,3,105.85,4,2024-07,0
O000700,C00875,2025-03-12,delivered,3,2025-03-15,3.0,2024-10-19,FL,Referral,VIP,36.0,3,120.16,28.299999999999997,Beauty,credit_card,3,148.46,3,2025-03,0
O000701,C00298,2024-10-02,delivered,4,2024-10-06,4.0,2024-07-03,CA,Paid Search,New,31.0,3,149.73,23.36,Books,voucher,5,173.09,5,2024-10,0
O000702,C00414,2025-04-01,delivered,4,2025-04-05,4.0,2024-02-25,CO,Paid Search,New,34.0,3,92.78,26.799999999999997,Electronics,credit_card,3,119.58,4,2025-04,0
O000703,C00631,2025-04-05,delivered,6,2025-04-11,6.0,2024-11-05,CA,Social,New,32.0,2,48.32,20.62,Books,credit_card,4,68.94,2,2025-04,1
O000704,C00622,2024-09-21,delivered,6,2024-09-27,6.0,2024-07-19,CA,Organic,New,47.0,2,78.87,28.12,Beauty,debit_card,2,106.99,4,2024-09,0
O000705,C00951,2024-07-22,canceled,3,,,2024-02-09,TX,Organic,New,36.0,1,93.51,11.88,Home,debit_card,1,0.0,5,2024-07,0
O000706,C00469,2025-06-02,delivered,5,2025-06-07,5.0,2024-03-17,TX,Referral,New,39.0,1,34.21,9.86,Electronics,credit_card,2,44.07,5,2025-06,0
O000707,C00806,2024-09-28,delivered,3,2024-10-01,3.0,2024-11-24,CA,Organic,New,35.0,3,84.49000000000001,36.89,Electronics,voucher,2,121.38,5,2024-09,0
O000708,C01061,2024-09-19,delivered,3,2024-09-22,3.0,2024-11-19,TX,Paid Search,VIP,27.0,1,22.4,4.39,Beauty,debit_card,5,26.79,3,2024-09,0
O000709,C00359,2025-01-07,delivered,6,2025-01-13,6.0,2024-02-08,FL,Paid Search,Returning,47.0,1,26.22,9.51,Sports,credit_card,3,35.73,4,2025-01,0
O000710,C00988,2025-05-15,delivered,8,2025-05-23,8.0,2024-05-12,FL,Paid Search,New,41.0,1,25.94,4.66,Electronics,credit_card,3,30.6,4,2025-05,0
O000711,C00400,2024-05-01,delivered,4,2024-05-05,4.0,2024-05-10,CA,Referral,Returning,44.0,1,60.17,11.25,Beauty,credit_card,2,71.42,1,2024-05,1
O000712,C00402,2025-06-06,delivered,3,2025-06-09,3.0,2024-11-22,NY,Email,Returning,52.0,2,63.97,19.25,Electronics,debit_card,4,83.22,4,2025-06,0
O000713,C00785,2024-09-15,delivered,9,2024-09-24,9.0,2024-07-19,CO,Organic,New,34.0,1,30.49,5.77,Sports,voucher,1,36.26,5,2024-09,0
O000714,C00747,2024-03-13,delivered,5,2024-03-18,5.0,2024-08-11,NY,Email,New,33.0,1,20.58,16.4,Home,credit_card,1,36.98,5,2024-03,0
O000715,C00660,2024-07-24,delivered,10,2024-08-03,10.0,2024-05-01,CO,Paid Search,New,52.0,2,75.12,24.05,Books,credit_card,3,99.17,5,2024-07,0
O000716,C00278,2024-10-04,delivered,5,2024-10-09,5.0,2024-11-24,CA,Organic,New,39.0,3,146.04000000000002,36.33,Books,debit_card,6,182.37,5,2024-10,0
O000717,C00116,2025-01-13,delivered,4,2025-01-17,4.0,2024-08-26,CA,Organic,Returning,32.0,1,34.21,18.94,Books,credit_card,5,53.15,4,2025-01,0
O000718,C01091,2024-11-22,delivered,9,2024-12-01,9.0,2024-07-30,GA,Organic,New,50.0,3,88.47999999999999,38.04,Books,credit_card,2,126.52,5,2024-11,0
O000719,C01049,2024-05-03,delivered,6,2024-05-09,6.0,2024-10-07,AZ,Social,New,36.0,2,55.739999999999995,39.5,Beauty,credit_card,5,95.24,4,2024-05,0
O000720,C01065,2024-10-16,delivered,5,2024-10-21,5.0,2024-11-12,AZ,Paid Search,New,46.0,2,60.260000000000005,29.08,Fashion,credit_card,1,89.34,5,2024-10,0
O000721,C00616,2024-06-18,delivered,9,2024-06-27,9.0,2024-09-25,FL,Organic,Returning,38.0,2,99.38,25.92,Books,credit_card,3,125.3,5,2024-06,0
O000722,C01062,2024-07-05,delivered,2,2024-07-07,2.0,2024-10-15,WA,Paid Search,Returning,29.0,2,67.03,33.68,Fashion,credit_card,6,100.71,3,2024-07,0
O000723,C00569,2025-01-29,delivered,4,2025-02-02,4.0,2024-09-26,NC,Paid Search,Returning,42.0,2,45.67,30.310000000000002,Electronics,credit_card,6,75.98,5,2025-01,0
O000724,C00091,2025-03-13,delivered,5,2025-03-18,5.0,2024-07-01,CA,Organic,Returning,49.0,2,53.55,28.75,Fashion,credit_card,4,82.3,3,2025-03,0
O000725,C00239,2024-05-13,delivered,12,2024-05-25,12.0,2024-05-09,NY,Referral,New,36.0,2,69.14,26.42,Electronics,voucher,2,95.56,1,2024-05,1
O000726,C00328,2024-12-09,delivered,9,2024-12-18,9.0,2024-01-16,NC,Organic,Returning,19.0,2,61.050000000000004,16.46,Books,debit_card,5,77.51,1,2024-12,1
O000727,C00453,2024-09-15,delivered,2,2024-09-17,2.0,2024-07-28,CA,Paid Search,New,40.0,2,64.37,24.369999999999997,Beauty,credit_card,2,88.74,4,2024-09,0
O000728,C01127,2024-08-06,delivered,8,2024-08-14,8.0,2024-12-24,NY,Referral,New,45.0,3,84.13,24.520000000000003,Grocery,debit_card,3,108.65,5,2024-08,0
O000729,C00400,2025-01-30,delivered,6,2025-02-05,6.0,2024-05-10,CA,Referral,Returning,44.0,1,66.39,21.87,Fashion,voucher,2,88.26,3,2025-01,0
O000730,C00736,2024-06-25,delivered,5,2024-06-30,5.0,2024-10-08,NC,Referral,VIP,40.0,2,51.72,28.17,Books,credit_card,1,79.89,4,2024-06,0
O000731,C00325,2025-02-23,delivered,9,2025-03-04,9.0,2025-02-13,TX,Paid Search,Returning,34.0,3,115.61,32.769999999999996,Fashion,paypal,3,148.38,4,2025-02,0
O000732,C00772,2024-09-05,delivered,3,2024-09-08,3.0,2025-02-18,CO,Paid Search,VIP,32.0,2,51.78,28.84,Beauty,paypal,3,80.62,5,2024-09,0
O000733,C00681,2024-04-14,delivered,6,2024-04-20,6.0,2024-10-30,NY,Paid Search,Returning,37.0,1,30.73,4.06,Beauty,credit_card,2,34.79,4,2024-04,0
O000734,C00181,2025-03-08,processing,2,,,2025-01-28,CA,Social,VIP,32.0,3,90.84,42.75,Books,credit_card,1,133.59,5,2025-03,0
O000735,C00555,2025-04-05,delivered,5,2025-04-10,5.0,2025-02-17,FL,Paid Search,New,30.0,1,17.4,21.96,Beauty,credit_card,1,39.36,5,2025-04,0
O000736,C00127,2024-11-20,processing,9,,,2024-02-03,CA,Paid Search,New,48.0,3,166.68,26.990000000000002,Electronics,paypal,2,193.67,5,2024-11,0
O000737,C01068,2025-02-04,canceled,5,,,2024-09-26,CA,Paid Search,Returning,35.0,3,128.2,57.7,Fashion,credit_card,2,0.0,2,2025-02,1
O000738,C00845,2024-05-09,delivered,3,2024-05-12,3.0,2024-01-03,CA,Organic,VIP,36.0,1,57.37,14.46,Grocery,credit_card,2,71.83,1,2024-05,1
O000739,C01130,2024-08-07,delivered,4,2024-08-11,4.0,2024-09-29,NY,Referral,Returning,56.0,1,18.1,6.44,Fashion,credit_card,4,24.54,3,2024-08,0
O000740,C01051,2024-08-12,delivered,6,2024-08-18,6.0,2024-08-01,CA,Paid Search,VIP,43.0,2,55.599999999999994,24.84,Beauty,credit_card,5,80.44,4,2024-08,0
O000741,C00264,2025-02-22,delivered,7,2025-03-01,7.0,2025-01-23,WA,Organic,New,34.0,2,46.5,14.9,Beauty,credit_card,3,61.4,1,2025-02,1
O000742,C00849,2024-08-13,delivered,2,2024-08-15,2.0,2024-12-10,WA,Referral,New,35.0,3,100.27000000000001,37.5,Books,credit_card,6,137.77,2,2024-08,1
O000743,C00121,2025-02-06,delivered,4,2025-02-10,4.0,2024-07-03,FL,Paid Search,New,29.0,2,81.15,21.450000000000003,Home,credit_card,2,102.6,5,2025-02,0
O000744,C01153,2024-07-23,delivered,5,2024-07-28,5.0,2024-06-29,AZ,Organic,New,41.0,1,60.24,10.08,Electronics,credit_card,3,70.32,5,2024-07,0
O000745,C00943,2024-12-08,delivered,9,2024-12-17,9.0,2025-01-18,NY,Organic,New,45.0,2,78.99,18.77,Beauty,credit_card,4,97.76,3,2024-12,0
O000746,C00817,2024-06-07,delivered,8,2024-06-15,8.0,2024-01-19,FL,Organic,New,33.0,1,63.18,18.03,Grocery,credit_card,6,81.21,5,2024-06,0
O000747,C01194,2024-11-18,delivered,5,2024-11-23,5.0,2024-10-22,IL,Paid Search,Returning,36.0,2,54.33,15.559999999999999,Electronics,voucher,4,69.89,3,2024-11,0
O000748,C01017,2024-04-07,delivered,6,2024-04-13,6.0,2024-06-10,TX,Organic,New,38.0,3,62.99,26.91,Sports,credit_card,6,89.9,4,2024-04,0
O000749,C01037,2025-02-09,delivered,3,2025-02-12,3.0,2025-01-14,NY,Referral,New,34.0,1,46.39,8.16,Grocery,credit_card,6,54.55,4,2025-02,0
O000750,C00121,2024-03-14,canceled,9,,,2024-07-03,FL,Paid Search,New,29.0,1,29.74,8.1,Grocery,credit_card,2,0.0,1,2024-03,1
O000751,C00029,2025-06-13,delivered,6,2025-06-19,6.0,2024-08-17,FL,Email,Returning,36.0,3,116.11,30.65,Grocery,debit_card,2,146.76,5,2025-06,0
O000752,C01154,2025-03-30,canceled,6,,,2025-01-17,NC,Email,New,24.0,2,102.57,26.94,Fashion,credit_card,3,0.0,5,2025-03,0
O000753,C00302,2024-11-27,delivered,10,2024-12-07,10.0,2024-12-13,CA,Organic,New,49.0,1,14.75,4.82,Fashion,debit_card,5,19.57,4,2024-11,0
O000754,C00512,2025-05-02,delivered,5,2025-05-07,5.0,2024-11-09,NY,Organic,Returning,53.0,3,154.36,38.98,Books,credit_card,4,193.34,4,2025-05,0
O000755,C00053,2025-03-16,delivered,8,2025-03-24,8.0,2024-06-01,IL,Paid Search,Returning,40.0,2,67.83,31.38,Fashion,credit_card,1,99.21,4,2025-03,0
O000756,C00748,2024-05-07,delivered,5,2024-05-12,5.0,2024-05-12,NY,Organic,Returning,34.0,3,105.28,30.71,Books,credit_card,3,135.99,4,2024-05,0
O000757,C00985,2025-02-13,delivered,3,2025-02-16,3.0,2024-09-03,WA,Organic,New,22.0,1,29.46,4.91,Beauty,credit_card,6,34.37,1,2025-02,1
O000758,C01011,2024-08-25,delivered,4,2024-08-29,4.0,2024-04-22,CA,Organic,New,52.0,2,93.39,27.560000000000002,Books,voucher,2,120.95,4,2024-08,0
O000759,C00698,2025-04-07,delivered,2,2025-04-09,2.0,2024-09-04,TX,Organic,New,41.0,1,32.5,16.53,Electronics,credit_card,5,49.03,5,2025-04,0
O000760,C00794,2025-04-10,delivered,2,2025-04-12,2.0,2024-12-12,TX,Organic,New,49.0,2,66.31,35.83,Electronics,paypal,2,102.14,5,2025-04,0
O000761,C00617,2025-05-23,delivered,3,2025-05-26,3.0,2024-04-14,CA,Organic,New,18.0,2,79.12,26.61,Fashion,credit_card,6,105.73,4,2025-05,0
O000762,C00536,2024-09-28,delivered,8,2024-10-06,8.0,2024-03-05,CA,Referral,Returning,30.0,3,67.18,28.42,Electronics,paypal,2,95.6,5,2024-09,0
O000763,C00666,2024-05-30,delivered,5,2024-06-04,5.0,2024-10-18,NC,Referral,New,52.0,1,58.36,6.29,Grocery,credit_card,4,64.65,2,2024-05,1
O000764,C01124,2024-04-28,delivered,7,2024-05-05,7.0,2024-04-12,WA,Referral,New,33.0,1,10.97,14.49,Beauty,credit_card,1,25.46,5,2024-04,0
O000765,C00303,2024-05-17,delivered,2,2024-05-19,2.0,2024-01-05,TX,Social,New,31.0,1,14.0,12.34,Home,paypal,4,26.34,1,2024-05,1
O000766,C00565,2025-06-10,delivered,4,2025-06-14,4.0,2025-01-08,TX,Referral,VIP,55.0,3,88.25999999999999,56.18,Books,credit_card,6,144.44,4,2025-06,0
O000767,C00722,2024-12-01,delivered,8,2024-11-29,,2025-01-26,FL,Paid Search,New,29.0,1,44.14,8.32,Home,paypal,2,52.46,4,2024-12,0
O000768,C00685,2024-08-13,delivered,6,2024-08-19,6.0,2024-03-12,AZ,Social,New,56.0,1,32.74,16.65,Electronics,credit_card,5,49.39,4,2024-08,0
O000769,C00037,2024-09-28,delivered,4,2024-10-02,4.0,2024-12-26,IL,Organic,Returning,35.0,3,71.14,40.56,Beauty,voucher,2,111.7,4,2024-09,0
O000770,C00345,2024-05-21,delivered,3,2024-05-24,3.0,2025-01-15,NY,Organic,New,50.0,2,75.44,7.92,Fashion,credit_card,3,83.36,5,2024-05,0
O000771,C00776,2024-11-24,delivered,9,2024-12-03,9.0,2025-02-03,TX,Referral,New,25.0,1,39.55,19.42,Beauty,debit_card,3,58.97,1,2024-11,1
O000772,C00833,2024-09-17,processing,2,,,2024-07-09,TX,Email,New,39.0,1,65.37,6.23,Grocery,credit_card,5,71.6,4,2024-09,0
O000773,C00882,2025-03-11,delivered,7,2025-03-18,7.0,2024-12-23,TX,Social,Returning,40.0,2,54.989999999999995,30.63,Beauty,credit_card,1,85.62,4,2025-03,0
O000774,C01190,2024-03-10,delivered,6,2024-03-16,6.0,2024-01-04,TX,Referral,New,60.0,1,33.62,19.61,Sports,credit_card,6,53.23,3,2024-03,0
O000775,C00808,2025-05-12,delivered,5,2025-05-17,5.0,2024-02-16,TX,Organic,Returning,41.0,2,72.85,27.33,Beauty,credit_card,6,100.18,4,2025-05,0
O000776,C00696,2024-03-29,delivered,10,2024-04-08,10.0,2024-04-16,NY,Paid Search,New,32.0,1,71.04,19.92,Electronics,credit_card,1,90.96,5,2024-03,0
O000777,C00399,2024-09-13,delivered,3,2024-09-16,3.0,2024-04-27,CO,Organic,Returning,23.0,1,11.14,9.16,Electronics,credit_card,4,20.3,1,2024-09,1
O000778,C00445,2024-08-08,delivered,5,2024-08-13,5.0,2024-08-01,TX,Paid Search,Returning,37.0,1,23.61,12.79,Electronics,credit_card,2,36.4,4,2024-08,0
O000779,C00992,2025-02-01,delivered,6,2025-02-07,6.0,2024-08-18,TX,Organic,New,33.0,2,64.83,28.509999999999998,Books,credit_card,5,93.34,3,2025-02,0
O000780,C00563,2025-01-04,canceled,4,,,2024-07-26,NC,Paid Search,Returning,36.0,1,25.14,18.64,Home,paypal,3,0.0,4,2025-01,0
O000781,C00859,2024-06-01,delivered,7,2024-06-08,7.0,2024-10-08,CO,Organic,Returning,39.0,3,88.51,41.4,Books,credit_card,5,129.91,5,2024-06,0
O000782,C00149,2024-10-17,delivered,4,2024-10-21,4.0,2024-12-11,GA,Organic,Returning,41.0,3,69.83,26.970000000000002,Grocery,credit_card,5,96.8,3,2024-10,0
O000783,C00154,2024-11-07,delivered,8,2024-11-15,8.0,2024-05-03,FL,Email,New,47.0,1,30.22,16.91,Home,credit_card,2,47.13,5,2024-11,0
O000784,C00259,2024-10-05,delivered,6,2024-10-11,6.0,2024-03-14,NY,Organic,New,32.0,2,80.47999999999999,28.42,Books,paypal,2,108.9,5,2024-10,0
O000785,C00235,2024-03-11,delivered,3,2024-03-14,3.0,2024-07-25,GA,Organic,New,36.0,2,100.52000000000001,19.7,Home,credit_card,4,120.22,4,2024-03,0
O000786,C00729,2024-05-23,delivered,3,2024-05-26,3.0,2024-07-24,CA,Social,Returning,25.0,3,69.39,24.509999999999998,Beauty,credit_card,4,93.9,3,2024-05,0
O000787,C00765,2024-10-23,delivered,4,2024-10-27,4.0,2024-05-31,FL,Referral,New,58.0,2,52.45,16.82,Electronics,paypal,3,69.27,4,2024-10,0
O000788,C00670,2024-07-01,delivered,8,2024-07-09,8.0,2024-02-25,FL,Organic,New,43.0,2,121.67999999999999,37.72,Home,paypal,2,159.4,1,2024-07,1
O000789,C00348,2024-11-12,delivered,11,2024-11-23,11.0,2025-01-28,NC,Email,Returning,34.0,1,31.29,12.29,Beauty,credit_card,5,43.58,1,2024-11,1
O000790,C00693,2024-05-16,delivered,6,2024-05-22,6.0,2025-01-26,FL,Organic,New,40.0,1,54.02,21.07,Home,paypal,6,75.09,4,2024-05,0
O000791,C00144,2025-02-09,delivered,6,2025-02-15,6.0,2024-06-20,TX,Organic,New,41.0,2,84.42,33.18,Electronics,credit_card,1,117.6,5,2025-02,0
O000792,C00568,2024-05-28,delivered,4,2024-06-01,4.0,2024-04-14,FL,Paid Search,New,32.0,3,109.46,51.53,Books,credit_card,3,160.99,5,2024-05,0
O000793,C00186,2024-12-31,delivered,5,2025-01-05,5.0,2024-07-06,NY,Email,New,40.0,1,34.36,13.36,Beauty,credit_card,5,47.72,3,2024-12,0
O000794,C00093,2025-03-29,delivered,5,2025-04-03,5.0,2024-12-19,CA,Paid Search,Returning,39.0,2,48.42,33.45,Home,paypal,4,81.87,4,2025-03,0
O000795,C00199,2024-08-16,delivered,4,2024-08-20,4.0,2024-05-22,GA,Social,New,29.0,1,52.5,5.76,Beauty,paypal,5,58.26,4,2024-08,0
O000796,C00134,2024-05-05,delivered,3,2024-05-08,3.0,2024-08-22,NY,Social,New,38.0,3,122.57000000000001,32.480000000000004,Beauty,credit_card,3,155.05,1,2024-05,1
O000797,C00574,2024-03-03,delivered,3,2024-03-06,3.0,2024-01-21,GA,Organic,New,44.0,2,29.39,25.060000000000002,Beauty,credit_card,1,54.45,4,2024-03,0
O000798,C00655,2024-08-17,delivered,5,2024-08-22,5.0,2024-08-20,TX,Referral,New,26.0,2,112.44,16.62,Books,voucher,4,129.06,5,2024-08,0
O000799,C00729,2024-04-24,delivered,5,2024-04-29,5.0,2024-07-24,CA,Social,Returning,25.0,3,106.19999999999999,34.45,Sports,debit_card,4,140.65,4,2024-04,0
O000800,C00528,2025-04-19,delivered,8,2025-04-27,8.0,2024-03-01,IL,Organic,New,20.0,3,73.14,52.53,Fashion,credit_card,1,125.67,2,2025-04,1
O000801,C00212,2025-06-01,delivered,4,2025-06-05,4.0,2024-10-28,TX,Organic,Returning,35.0,1,29.23,14.95,Beauty,credit_card,2,44.18,5,2025-06,0
O000802,C00026,2025-06-04,delivered,4,2025-06-08,4.0,2024-09-27,NY,Organic,New,26.0,1,60.33,12.41,Grocery,voucher,2,72.74,3,2025-06,0
O000803,C00855,2025-05-08,delivered,4,2025-05-12,4.0,2024-04-30,NY,Paid Search,Returning,42.0,3,100.22,52.519999999999996,Beauty,voucher,2,152.74,4,2025-05,0
O000804,C01180,2024-12-01,canceled,10,,,2024-01-11,FL,Social,Returning,45.0,1,25.03,16.25,Books,paypal,2,0.0,1,2024-12,1
O000805,C00338,2024-07-31,delivered,4,2024-08-04,4.0,2024-05-13,TX,Social,Returning,18.0,1,51.95,18.39,Beauty,credit_card,6,70.34,5,2024-07,0
O000806,C00246,2024-09-26,delivered,7,2024-10-03,7.0,2024-02-05,AZ,Organic,New,41.0,1,25.63,14.72,Beauty,paypal,4,40.35,5,2024-09,0
O000807,C00374,2024-06-30,delivered,9,2024-07-09,9.0,2024-06-05,AZ,Organic,New,31.0,1,34.34,19.68,Books,debit_card,1,54.02,5,2024-06,0
O000808,C00258,2025-03-30,delivered,4,2025-04-03,4.0,2024-02-13,NC,Paid Search,New,39.0,2,62.22,25.880000000000003,Beauty,credit_card,6,88.1,5,2025-03,0
O000809,C00269,2024-09-22,delivered,8,2024-09-30,8.0,2024-09-14,TX,Organic,VIP,25.0,3,126.64,36.03,Electronics,credit_card,5,162.67,4,2024-09,0
O000810,C00594,2024-08-29,delivered,7,2024-09-05,7.0,2025-02-15,CO,Organic,New,35.0,2,64.03,18.14,Home,voucher,6,82.17,3,2024-08,0
O000811,C00943,2025-01-19,delivered,3,2025-01-22,3.0,2025-01-18,NY,Organic,New,45.0,3,97.41,47.660000000000004,Electronics,credit_card,2,145.07,5,2025-01,0
O000812,C00855,2024-08-23,delivered,4,2024-08-27,4.0,2024-04-30,NY,Paid Search,Returning,42.0,2,96.7,26.54,Electronics,credit_card,6,123.24,1,2024-08,1
O000813,C01152,2024-08-15,delivered,4,2024-08-19,4.0,2024-07-31,CA,Social,New,23.0,2,64.74,23.75,Fashion,debit_card,4,88.49,4,2024-08,0
O000814,C00429,2024-06-15,delivered,3,2024-06-18,3.0,2024-01-11,GA,Organic,VIP,54.0,3,60.15,41.739999999999995,Home,credit_card,1,101.89,3,2024-06,0
O000815,C00591,2024-04-01,delivered,3,2024-04-04,3.0,2024-12-02,NY,Referral,Returning,36.0,1,20.25,12.66,Sports,credit_card,5,32.91,3,2024-04,0
O000816,C00457,2024-03-18,delivered,3,2024-03-21,3.0,2024-03-03,AZ,Email,VIP,42.0,1,61.42,4.31,Beauty,paypal,4,65.73,3,2024-03,0
O000817,C00051,2024-09-06,delivered,4,2024-09-10,4.0,2024-11-15,NY,Organic,Returning,29.0,2,44.24,22.83,Electronics,credit_card,5,67.07,5,2024-09,0
O000818,C00467,2025-06-11,delivered,4,2025-06-15,4.0,2024-03-10,NY,Social,Returning,35.0,1,24.15,5.82,Beauty,voucher,1,29.97,5,2025-06,0
O000819,C00313,2024-07-01,delivered,5,2024-07-06,5.0,2024-02-19,AZ,Organic,New,48.0,1,64.75,16.71,Electronics,credit_card,2,81.46,4,2024-07,0
O000820,C00575,2024-12-27,delivered,8,2025-01-04,8.0,2024-01-03,FL,Paid Search,New,27.0,1,29.63,6.49,Home,debit_card,4,36.12,3,2024-12,0
O000821,C00190,2024-07-31,delivered,7,2024-08-07,7.0,2024-05-06,WA,Organic,New,49.0,2,69.34,19.66,Beauty,credit_card,4,89.0,3,2024-07,0
O000822,C00890,2024-07-21,delivered,7,2024-07-28,7.0,2024-04-23,FL,Paid Search,New,29.0,1,20.7,18.64,Grocery,voucher,5,39.34,4,2024-07,0
O000823,C01012,2024-05-16,delivered,2,2024-05-18,2.0,2024-12-01,GA,Social,New,42.0,1,42.12,9.8,Fashion,credit_card,5,51.92,5,2024-05,0
O000824,C01153,2024-11-20,delivered,8,2024-11-28,8.0,2024-06-29,AZ,Organic,New,41.0,1,53.42,19.87,Home,credit_card,2,73.29,5,2024-11,0
O000825,C00102,2025-01-04,delivered,4,2025-01-08,4.0,2024-03-24,CA,Organic,New,33.0,2,52.489999999999995,31.83,Beauty,debit_card,1,84.32,5,2025-01,0
O000826,C00142,2024-08-12,delivered,9,2024-08-21,9.0,2024-03-31,TX,Paid Search,New,36.0,2,73.66,29.35,Electronics,credit_card,2,103.01,4,2024-08,0
O000827,C01160,2024-11-03,canceled,8,,,2024-05-23,AZ,Email,New,41.0,2,51.66,23.91,Beauty,credit_card,6,0.0,5,2024-11,0
O000828,C01018,2024-10-10,delivered,5,2024-10-15,5.0,2024-07-26,WA,Referral,New,22.0,3,61.95,42.15,Electronics,credit_card,1,104.1,3,2024-10,0
O000829,C00707,2024-07-06,delivered,4,2024-07-10,4.0,2024-01-04,WA,Email,New,37.0,2,62.23,25.58,Beauty,paypal,5,87.81,3,2024-07,0
O000830,C00386,2025-01-20,delivered,5,2025-01-25,5.0,2024-02-21,AZ,Organic,Returning,33.0,1,37.4,4.83,Beauty,credit_card,5,42.23,5,2025-01,0
O000831,C00622,2024-11-16,delivered,7,2024-11-23,7.0,2024-07-19,CA,Organic,New,47.0,2,120.13,22.2,Books,debit_card,3,142.33,4,2024-11,0
O000832,C00643,2024-03-31,delivered,5,2024-04-05,5.0,2024-12-24,NY,Organic,Returning,44.0,1,19.63,12.1,Grocery,debit_card,5,31.73,4,2024-03,0
O000833,C01017,2024-10-18,delivered,6,2024-10-24,6.0,2024-06-10,TX,Organic,New,38.0,3,78.36,37.47,Fashion,credit_card,4,115.83,5,2024-10,0
O000834,C00636,2024-08-31,delivered,3,2024-09-03,3.0,2024-10-15,TX,Email,New,36.0,1,42.46,14.16,Books,paypal,2,56.62,4,2024-08,0
O000835,C00034,2025-03-10,delivered,6,2025-03-16,6.0,2024-08-20,NY,Organic,New,38.0,2,105.03,24.950000000000003,Fashion,voucher,3,129.98,5,2025-03,0
O000836,C00840,2024-07-23,delivered,4,2024-07-27,4.0,2025-01-17,CO,Organic,New,28.0,2,67.8,13.239999999999998,Grocery,credit_card,1,81.04,5,2024-07,0
O000837,C00933,2025-05-24,delivered,9,2025-06-02,9.0,2024-04-18,FL,Paid Search,New,43.0,1,29.27,14.48,Sports,credit_card,1,43.75,3,2025-05,0
O000838,C00358,2024-12-15,delivered,9,2024-12-24,9.0,2025-01-09,FL,Organic,New,35.0,2,58.650000000000006,22.19,Electronics,credit_card,2,80.84,4,2024-12,0
O000839,C00140,2024-05-01,delivered,5,2024-05-06,5.0,2024-07-02,NY,Organic,New,28.0,3,166.26,48.42,Books,voucher,3,214.68,3,2024-05,0
O000840,C00171,2024-09-06,delivered,5,2024-09-11,5.0,2024-02-14,CA,Organic,VIP,40.0,3,137.94,35.489999999999995,Books,voucher,3,173.43,1,2024-09,1
O000841,C01009,2025-04-20,delivered,6,2025-04-26,6.0,2024-11-04,NY,Organic,New,36.0,3,85.18,48.32,Electronics,credit_card,2,133.5,4,2025-04,0
O000842,C00538,2024-06-28,delivered,6,2024-07-04,6.0,2024-02-18,NY,Paid Search,Returning,30.0,3,68.39,45.77,Beauty,paypal,1,114.16,5,2024-06,0
O000843,C00636,2025-01-26,delivered,1,2025-01-27,1.0,2024-10-15,TX,Email,New,36.0,2,116.52000000000001,27.369999999999997,Beauty,credit_card,5,143.89,5,2025-01,0
O000844,C01153,2025-03-04,delivered,4,2025-03-08,4.0,2024-06-29,AZ,Organic,New,41.0,1,52.85,6.45,Home,credit_card,2,59.3,2,2025-03,1
O000845,C00074,2025-01-20,delivered,4,2025-01-24,4.0,2024-02-24,IL,Email,Returning,39.0,3,139.03,42.230000000000004,Beauty,credit_card,4,181.26,5,2025-01,0
O000846,C00248,2024-04-12,delivered,3,2024-04-15,3.0,2024-06-23,IL,Paid Search,Returning,25.0,1,34.14,7.74,Home,credit_card,4,41.88,3,2024-04,0
O000847,C01000,2024-08-23,delivered,4,2024-08-27,4.0,2024-08-03,CA,Social,New,35.0,2,120.44,34.510000000000005,Books,paypal,5,154.95,1,2024-08,1
